Date,Open,High,Low,Close,Adj Close,Volume
2018-09-27,87.839996,88.239998,87.379997,87.510002,86.027458,3075800
2018-09-28,87.660004,88.290001,87.480003,88.209999,86.715599,3924000
2018-10-01,88.330002,88.790001,88.209999,88.470001,86.971199,3154800
2018-10-02,88.360001,89.389999,86.419998,86.620003,85.152542,4258800
2018-10-03,86.730003,86.750000,85.650002,85.970001,84.513550,4270700
2018-10-04,85.839996,86.519997,84.419998,84.839996,83.402687,5473200
2018-10-05,84.849998,85.230003,83.809998,84.519997,83.088112,5075200
2018-10-08,84.389999,85.559998,84.169998,85.400002,83.953201,3732000
2018-10-09,85.489998,86.800003,85.489998,85.660004,84.208801,3330900
2018-10-10,85.669998,86.809998,85.070000,85.199997,83.756592,4952600
2018-10-11,85.419998,86.129997,82.699997,82.800003,81.397255,5091000
2018-10-12,84.089996,85.760002,83.769997,84.610001,83.176590,5128900
2018-10-15,84.559998,85.309998,84.320000,84.599998,83.166756,3345500
2018-10-16,85.139999,86.070000,84.550003,85.809998,84.356255,2691700
2018-10-17,85.559998,85.949997,83.540001,84.419998,82.989807,4191800
2018-10-18,83.589996,84.580002,82.000000,83.360001,81.947762,4242600
2018-10-19,83.730003,83.769997,81.919998,82.019997,80.630463,5464400
2018-10-22,82.500000,83.779999,82.500000,83.230003,81.819969,3420200
2018-10-23,81.279999,82.949997,81.070000,82.669998,81.269455,4517500
2018-10-24,82.589996,84.300003,82.110001,82.269997,80.876228,5098800
2018-10-25,83.180000,84.580002,82.650002,83.830002,82.409805,5311600
2018-10-26,83.720001,84.260002,81.809998,81.940002,80.551826,6128800
2018-10-29,82.779999,85.519997,82.510002,84.099998,82.675224,5353000
2018-10-30,84.800003,86.470001,84.550003,85.769997,84.316933,5767600
2018-10-31,86.470001,86.470001,83.519997,83.629997,82.213188,6674200
2018-11-01,83.510002,84.379997,82.980003,84.230003,82.803032,4388600
2018-11-02,84.760002,85.669998,83.459999,84.410004,82.979980,3637600
2018-11-05,84.559998,85.519997,84.110001,85.349998,83.904045,3670700
2018-11-06,85.440002,85.669998,84.930000,85.589996,84.139984,3837700
2018-11-07,87.510002,87.660004,85.760002,86.760002,85.290169,6778300
2018-11-08,87.000000,87.860001,86.790001,87.599998,86.115936,4477900
2018-11-09,87.440002,87.930000,86.669998,86.940002,85.467117,3490000
2018-11-12,87.169998,87.290001,85.239998,85.470001,84.022018,4720800
2018-11-13,85.620003,85.980003,83.940002,84.320000,82.891502,4328400
2018-11-14,84.519997,85.599998,82.610001,83.129997,81.721657,5625500
