Date,Open,High,Low,Close,Adj Close,Volume
2018-09-27,51.560001,52.020000,51.330002,51.689999,51.279690,17993500
2018-09-28,51.540001,52.009998,51.490002,51.560001,51.150723,16234200
2018-10-01,51.220001,51.990002,51.139999,51.799999,51.388817,19217800
2018-10-02,51.650002,51.799999,50.130001,50.230000,49.831280,22406800
2018-10-03,49.590000,50.099998,49.590000,49.750000,49.355087,21207600
2018-10-04,49.680000,49.779999,49.169998,49.470001,49.077316,19034000
2018-10-05,49.419998,49.770000,49.119999,49.349998,48.958263,16900200
2018-10-08,49.270000,49.639999,48.900002,49.360001,48.968189,16295800
2018-10-09,49.110001,49.400002,48.830002,48.869999,48.482075,19009800
2018-10-10,48.810001,48.980000,47.369999,47.400002,47.023746,20885400
2018-10-11,47.330002,47.889999,46.490002,46.779999,46.408665,26387600
2018-10-12,47.400002,47.750000,46.660000,47.380001,47.003902,23152800
2018-10-15,46.959999,47.619999,46.869999,47.119999,46.934177,15693400
2018-10-16,47.570000,48.419998,47.470001,48.230000,48.039803,13600200
2018-10-17,47.430000,48.240002,47.430000,47.860001,47.671261,15071100
2018-10-18,47.570000,48.139999,47.130001,47.380001,47.193153,15084800
2018-10-19,47.500000,48.240002,47.349998,47.590000,47.402325,17768400
2018-10-22,47.849998,48.490002,47.709999,47.939999,47.750946,16480200
2018-10-23,47.160000,48.320000,47.119999,47.990002,47.800751,18921500
2018-10-24,47.880001,48.299999,46.700001,46.759998,46.575596,20028200
2018-10-25,47.419998,48.290001,47.279999,47.959999,47.770866,19349300
2018-10-26,47.240002,48.070000,46.709999,47.320000,47.133389,23088700
2018-10-29,47.810001,48.090000,46.340000,47.020000,46.834576,19248700
2018-10-30,47.080002,48.619999,46.919998,48.570000,48.378460,24438200
2018-10-31,49.049999,49.450001,48.590000,48.840000,48.647396,21082900
2018-11-01,48.959999,49.240002,48.340000,48.590000,48.398384,17764900
2018-11-02,48.930000,49.020000,48.240002,48.830002,48.637436,17289300
2018-11-05,49.000000,49.130001,48.500000,49.020000,48.826687,13125800
2018-11-06,49.099998,49.470001,48.830002,49.250000,49.055779,12362700
2018-11-07,49.580002,50.500000,49.470001,50.259998,50.061794,14329800
2018-11-08,50.220001,50.500000,50.070000,50.430000,50.231125,11966600
2018-11-09,50.419998,50.820000,50.310001,50.610001,50.410416,15316100
2018-11-12,50.169998,50.380001,49.110001,49.220001,49.025898,14374400
2018-11-13,49.470001,50.000000,49.240002,49.509998,49.314751,13550600
2018-11-14,49.970001,49.970001,48.740002,48.840000,48.647396,16094000
2018-11-15,50.040001,50.689999,49.049999,50.630001,50.430340,24922800
2018-11-16,50.529999,51.450001,50.419998,51.169998,50.968204,20929600
2018-11-19,51.049999,51.099998,49.400002,49.549999,49.354595,19520500
2018-11-20,48.669998,49.070000,47.959999,48.330002,48.139408,19389600
2018-11-21,48.759998,49.180000,48.529999,48.619999,48.428265,13859500
2018-11-23,48.040001,49.119999,48.040001,48.700001,48.507950,7807300
2018-11-26,49.160000,49.160000,48.099998,48.259998,48.069683,21603800
2018-11-27,47.919998,47.980000,46.790001,47.439999,47.252914,28054600
2018-11-28,47.730000,48.250000,47.369999,48.189999,47.999958,29352900
2018-11-29,48.380001,48.380001,47.439999,47.900002,47.711105,17052100
2018-11-30,48.090000,48.840000,47.709999,48.759998,48.567711,22884500
2018-12-03,49.439999,50.119999,49.209999,49.830002,49.633495,21966600
2018-12-04,49.520000,50.220001,48.709999,48.750000,48.557751,24643500
2018-12-06,47.750000,47.770000,45.650002,46.680000,46.495914,39877000
2018-12-07,46.759998,47.040001,45.810001,46.000000,45.818596,23978000
2018-12-10,46.009998,47.080002,45.340000,46.669998,46.485950,26375500
2018-12-11,46.980000,47.130001,46.060001,46.459999,46.276783,22680200
2018-12-12,47.110001,48.110001,47.009998,47.320000,47.133389,21404000
2018-12-13,47.480000,47.549999,46.750000,47.230000,47.043747,23295400
2018-12-14,46.779999,47.029999,46.410000,46.599998,46.416229,21434300
2018-12-17,46.419998,47.230000,45.529999,45.730000,45.549660,30441100
2018-12-18,48.099998,48.340000,45.439999,45.849998,45.669186,42855600
2018-12-19,46.060001,47.439999,45.750000,46.450001,46.266823,34397300
2018-12-20,46.049999,46.950001,45.480000,46.240002,46.057652,35165200
2018-12-21,46.080002,46.209999,43.860001,44.000000,43.826485,58768400
2018-12-24,43.770000,43.820000,42.680000,42.689999,42.521648,17230400
2018-12-26,43.000000,44.610001,42.400002,44.590000,44.414158,21428900
2018-12-27,43.950001,45.090000,43.459999,44.970001,44.792660,19048700
2018-12-28,45.139999,45.770000,44.740002,44.820000,44.643250,39141200
2018-12-31,45.189999,45.500000,44.840000,45.150002,44.971951,14932600
2019-01-02,44.480000,45.340000,44.450001,45.220001,45.041672,14320400
2019-01-03,44.750000,45.500000,44.410000,44.779999,44.603405,19868700
2019-01-04,45.369999,46.950001,45.250000,46.709999,46.525795,20984000
2019-01-07,46.930000,48.110001,46.470001,47.450001,47.262878,17967900
2019-01-08,47.930000,48.360001,47.200001,47.880001,47.691185,16255700
2019-01-09,46.639999,48.230000,46.610001,47.779999,47.591576,19100200
2019-01-10,47.380001,47.980000,46.880001,47.820000,47.631420,16652700
2019-01-11,47.669998,48.619999,47.369999,48.290001,48.099567,16397400
2019-01-14,47.849998,48.340000,47.619999,48.180000,47.989998,14869400
2019-01-15,47.470001,48.529999,47.410000,48.380001,48.380001,12142100
2019-01-16,48.580002,48.790001,48.049999,48.060001,48.060001,14114000
2019-01-17,48.009998,48.910000,47.810001,48.580002,48.580002,12711200
2019-01-18,48.939999,49.570000,48.869999,49.270000,49.270000,15930600
2019-01-22,48.840000,49.169998,48.660000,48.939999,48.939999,13318700
2019-01-23,49.189999,49.480000,48.830002,49.240002,49.240002,15551200
