Date,Open,High,Low,Close,Adj Close,Volume
2018-09-27,228.770004,229.850006,227.520004,227.740005,225.909164,2451500
2018-09-28,225.750000,227.399994,223.800003,224.240005,222.437302,3097800
2018-10-01,226.220001,227.589996,225.000000,225.330002,223.518539,2451300
2018-10-02,225.279999,226.330002,223.970001,226.070007,224.252594,2272700
2018-10-03,227.750000,229.770004,226.580002,227.779999,225.948837,2573900
2018-10-04,229.259995,231.399994,225.389999,227.479996,225.651260,2903600
2018-10-05,228.000000,228.410004,224.210007,225.710007,223.895477,1722400
2018-10-08,224.259995,226.919998,222.500000,225.350006,223.538391,2522900
2018-10-09,224.990005,225.119995,222.529999,222.910004,221.117981,1862900
2018-10-10,223.240005,223.639999,214.559998,214.889999,213.162460,3955500
2018-10-11,214.199997,216.029999,210.949997,212.970001,211.257904,6217400
2018-10-12,217.000000,217.979996,211.460007,213.869995,212.150665,4161300
2018-10-15,214.449997,217.139999,213.050003,215.220001,213.489807,3333800
2018-10-16,219.350006,222.000000,216.300003,221.699997,219.917709,5924200
2018-10-17,220.529999,228.899994,220.050003,228.279999,226.444824,4953700
2018-10-18,227.500000,228.729996,223.860001,224.949997,223.141586,2995400
2018-10-19,225.259995,228.300003,224.190002,226.960007,225.135437,2759100
2018-10-22,226.929993,228.869995,221.520004,221.600006,219.818527,2736800
2018-10-23,216.589996,219.520004,214.320007,218.559998,216.802948,3318200
2018-10-24,218.139999,218.929993,208.399994,209.179993,207.498367,4152700
2018-10-25,211.270004,215.690002,210.339996,214.009995,212.289536,3179700
2018-10-26,210.729996,214.800003,209.529999,212.360001,210.652802,3557900
2018-10-29,214.149994,218.210007,212.050003,214.490005,212.765686,3278200
2018-10-30,215.990005,220.350006,215.039993,219.279999,217.517166,3897400
2018-10-31,221.889999,229.000000,221.399994,225.369995,223.558197,4369600
2018-11-01,225.759995,228.880005,225.470001,226.970001,225.145340,2557600
2018-11-02,230.000000,231.690002,226.289993,229.690002,227.843475,3699000
2018-11-05,228.320007,231.100006,226.949997,228.720001,226.881287,2565200
2018-11-06,228.190002,229.520004,227.050003,228.199997,226.365463,2275600
2018-11-07,230.050003,232.800003,226.899994,231.279999,229.420700,3514300
2018-11-08,231.000000,234.059998,230.600006,231.649994,229.787720,2404800
2018-11-09,231.690002,231.690002,222.300003,222.649994,220.860077,3721700
2018-11-12,222.000000,222.309998,205.130005,206.050003,204.393539,11019400
2018-11-13,204.399994,209.589996,202.330002,205.050003,203.401566,6984800
2018-11-14,206.240005,207.339996,198.440002,202.490005,200.862152,5742500
2018-11-15,201.800003,204.500000,199.320007,203.740005,202.102112,4260000
2018-11-16,202.929993,204.740005,200.350006,202.119995,200.495117,2829600
2018-11-19,201.830002,202.300003,197.350006,198.220001,196.626480,3419100
2018-11-20,195.100006,195.889999,190.350006,191.339996,189.801773,5513800
2018-11-21,192.089996,195.240005,191.190002,192.600006,191.051666,4111700
2018-11-23,191.610001,191.869995,188.940002,189.100006,187.579788,1862600
2018-11-26,191.169998,195.229996,190.690002,194.339996,192.777664,3143300
2018-11-27,193.399994,194.619995,191.559998,193.649994,192.093216,2345400
2018-11-28,194.839996,198.449997,192.229996,198.350006,196.755432,3762900
2018-11-29,196.020004,197.449997,193.160004,194.850006,194.066299,2665700
2018-11-30,190.570007,191.449997,188.119995,190.690002,189.923019,6220000
2018-12-03,194.000000,195.660004,191.619995,191.630005,190.859253,4017000
2018-12-04,190.690002,191.110001,183.630005,184.309998,183.568680,5797500
2018-12-06,181.330002,184.880005,180.149994,184.089996,183.349564,5275500
2018-12-07,183.850006,186.250000,179.000000,179.669998,178.947342,3921200
2018-12-10,178.600006,179.839996,174.679993,178.830002,178.110733,4528300
2018-12-11,182.149994,184.429993,175.449997,176.800003,176.088898,4713900
2018-12-12,178.500000,180.000000,176.479996,176.699997,175.989288,3677300
2018-12-13,177.830002,178.690002,175.119995,175.919998,175.212433,4008600
2018-12-14,174.339996,176.259995,172.369995,172.770004,172.075104,5078300
2018-12-17,169.399994,171.429993,166.529999,168.009995,167.334244,8395800
2018-12-18,169.779999,173.020004,169.320007,171.500000,170.810211,5150800
2018-12-19,171.589996,174.850006,167.600006,169.250000,168.569260,5316100
2018-12-20,168.389999,171.649994,167.160004,168.410004,167.732635,6488200
2018-12-21,168.250000,169.630005,159.419998,160.050003,159.406265,8960000
2018-12-24,159.000000,160.000000,154.309998,156.350006,155.721146,3783500
2018-12-26,157.000000,163.110001,151.699997,162.929993,162.274673,7054700
